sample_index,time_s,raw_adc,voltage_V
2197,8.788000000000e-05,602,3.674428540910e-01
2198,8.792000000000e-05,304,1.855525376141e-01
2199,8.796000000000e-05,304,1.855525376141e-01
2200,8.800000000000e-05,6,3.662221137120e-03
2201,8.804000000000e-05,-292,-1.782280953398e-01
2202,8.808000000000e-05,-292,-1.782280953398e-01
2203,8.812000000000e-05,-590,-3.601184118168e-01
2204,8.816000000000e-05,-590,-3.601184118168e-01
2205,8.820000000000e-05,-887,-5.413983581042e-01
2206,8.824000000000e-05,-887,-5.413983581042e-01
2207,8.828000000000e-05,-887,-5.413983581042e-01
2208,8.832000000000e-05,-887,-5.413983581042e-01
2209,8.836000000000e-05,-1185,-7.232886745811e-01
2210,8.840000000000e-05,-1483,-9.051789910581e-01
2211,8.844000000000e-05,-1483,-9.051789910581e-01
2212,8.848000000000e-05,-1483,-9.051789910581e-01
2213,8.852000000000e-05,-1483,-9.051789910581e-01
2214,8.856000000000e-05,-1483,-9.051789910581e-01
2215,8.860000000000e-05,-1483,-9.051789910581e-01
2216,8.864000000000e-05,-1483,-9.051789910581e-01
2217,8.868000000000e-05,-1483,-9.051789910581e-01
2218,8.872000000000e-05,-1483,-9.051789910581e-01
2219,8.876000000000e-05,-1483,-9.051789910581e-01
2220,8.880000000000e-05,-1483,-9.051789910581e-01
2221,8.884000000000e-05,-1483,-9.051789910581e-01
2222,8.888000000000e-05,-1483,-9.051789910581e-01
2223,8.892000000000e-05,-1185,-7.232886745811e-01
2224,8.896000000000e-05,-1185,-7.232886745811e-01
2225,8.900000000000e-05,-887,-5.413983581042e-01
2226,8.904000000000e-05,-887,-5.413983581042e-01
2227,8.908000000000e-05,-887,-5.413983581042e-01
2228,8.912000000000e-05,-590,-3.601184118168e-01
2229,8.916000000000e-05,-590,-3.601184118168e-01
2230,8.920000000000e-05,-292,-1.782280953398e-01
2231,8.924000000000e-05,-292,-1.782280953398e-01
2232,8.928000000000e-05,6,3.662221137120e-03
2233,8.932000000000e-05,6,3.662221137120e-03
2234,8.936000000000e-05,304,1.855525376141e-01
2235,8.940000000000e-05,602,3.674428540910e-01
2236,8.944000000000e-05,304,1.855525376141e-01
2237,8.948000000000e-05,602,3.674428540910e-01
2238,8.952000000000e-05,900,5.493331705679e-01
2239,8.956000000000e-05,900,5.493331705679e-01
2240,8.960000000000e-05,1198,7.312234870449e-01
2241,8.964000000000e-05,1198,7.312234870449e-01
2242,8.968000000000e-05,1198,7.312234870449e-01
2243,8.972000000000e-05,1198,7.312234870449e-01
2244,8.976000000000e-05,1495,9.125034333323e-01
2245,8.980000000000e-05,1495,9.125034333323e-01
2246,8.984000000000e-05,1495,9.125034333323e-01
2247,8.988000000000e-05,1792,1.093783379620e+00
2248,8.992000000000e-05,1495,9.125034333323e-01
2249,8.996000000000e-05,1495,9.125034333323e-01
2250,9.000000000000e-05,1495,9.125034333323e-01
2251,9.004000000000e-05,1495,9.125034333323e-01
2252,9.008000000000e-05,1495,9.125034333323e-01
2253,9.012000000000e-05,1495,9.125034333323e-01
2254,9.016000000000e-05,1495,9.125034333323e-01
2255,9.020000000000e-05,1495,9.125034333323e-01
2256,9.024000000000e-05,1198,7.312234870449e-01
2257,9.028000000000e-05,1198,7.312234870449e-01
2258,9.032000000000e-05,900,5.493331705679e-01
2259,9.036000000000e-05,900,5.493331705679e-01
2260,9.040000000000e-05,900,5.493331705679e-01
2261,9.044000000000e-05,602,3.674428540910e-01
2262,9.048000000000e-05,602,3.674428540910e-01
2263,9.052000000000e-05,304,1.855525376141e-01
2264,9.056000000000e-05,304,1.855525376141e-01
2265,9.060000000000e-05,304,1.855525376141e-01
2266,9.064000000000e-05,6,3.662221137120e-03
2267,9.068000000000e-05,-292,-1.782280953398e-01
2268,9.072000000000e-05,-292,-1.782280953398e-01
2269,9.076000000000e-05,-292,-1.782280953398e-01
2270,9.080000000000e-05,-590,-3.601184118168e-01
2271,9.084000000000e-05,-590,-3.601184118168e-01
2272,9.088000000000e-05,-887,-5.413983581042e-01
2273,9.092000000000e-05,-887,-5.413983581042e-01
2274,9.096000000000e-05,-887,-5.413983581042e-01
2275,9.100000000000e-05,-887,-5.413983581042e-01
2276,9.104000000000e-05,-1185,-7.232886745811e-01
2277,9.108000000000e-05,-1483,-9.051789910581e-01
2278,9.112000000000e-05,-1483,-9.051789910581e-01
2279,9.116000000000e-05,-1483,-9.051789910581e-01
2280,9.120000000000e-05,-1483,-9.051789910581e-01
2281,9.124000000000e-05,-1483,-9.051789910581e-01
2282,9.128000000000e-05,-1483,-9.051789910581e-01
2283,9.132000000000e-05,-1483,-9.051789910581e-01
2284,9.136000000000e-05,-1483,-9.051789910581e-01
2285,9.140000000000e-05,-1185,-7.232886745811e-01
2286,9.144000000000e-05,-1185,-7.232886745811e-01
2287,9.148000000000e-05,-1185,-7.232886745811e-01
2288,9.152000000000e-05,-1185,-7.232886745811e-01
2289,9.156000000000e-05,-1185,-7.232886745811e-01
2290,9.160000000000e-05,-887,-5.413983581042e-01
2291,9.164000000000e-05,-887,-5.413983581042e-01
2292,9.168000000000e-05,-887,-5.413983581042e-01
2293,9.172000000000e-05,-590,-3.601184118168e-01
2294,9.176000000000e-05,-590,-3.601184118168e-01
2295,9.180000000000e-05,-292,-1.782280953398e-01
2296,9.184000000000e-05,-292,-1.782280953398e-01
2297,9.188000000000e-05,-292,-1.782280953398e-01
2298,9.192000000000e-05,6,3.662221137120e-03
2299,9.196000000000e-05,6,3.662221137120e-03
2300,9.200000000000e-05,304,1.855525376141e-01
2301,9.204000000000e-05,304,1.855525376141e-01
2302,9.208000000000e-05,602,3.674428540910e-01
2303,9.212000000000e-05,602,3.674428540910e-01
2304,9.216000000000e-05,602,3.674428540910e-01
2305,9.220000000000e-05,900,5.493331705679e-01
2306,9.224000000000e-05,900,5.493331705679e-01
2307,9.228000000000e-05,900,5.493331705679e-01
2308,9.232000000000e-05,900,5.493331705679e-01
2309,9.236000000000e-05,1198,7.312234870449e-01
2310,9.240000000000e-05,1198,7.312234870449e-01
2311,9.244000000000e-05,1495,9.125034333323e-01
2312,9.248000000000e-05,1495,9.125034333323e-01
2313,9.252000000000e-05,1495,9.125034333323e-01
2314,9.256000000000e-05,1495,9.125034333323e-01
2315,9.260000000000e-05,1495,9.125034333323e-01
2316,9.264000000000e-05,1495,9.125034333323e-01
2317,9.268000000000e-05,1495,9.125034333323e-01
2318,9.272000000000e-05,1495,9.125034333323e-01
2319,9.276000000000e-05,1495,9.125034333323e-01
2320,9.280000000000e-05,1198,7.312234870449e-01
2321,9.284000000000e-05,1198,7.312234870449e-01
2322,9.288000000000e-05,900,5.493331705679e-01
2323,9.292000000000e-05,900,5.493331705679e-01
2324,9.296000000000e-05,900,5.493331705679e-01
2325,9.300000000000e-05,900,5.493331705679e-01
2326,9.304000000000e-05,900,5.493331705679e-01
2327,9.308000000000e-05,602,3.674428540910e-01
2328,9.312000000000e-05,602,3.674428540910e-01
2329,9.316000000000e-05,304,1.855525376141e-01
2330,9.320000000000e-05,304,1.855525376141e-01
2331,9.324000000000e-05,304,1.855525376141e-01
2332,9.328000000000e-05,304,1.855525376141e-01
2333,9.332000000000e-05,6,3.662221137120e-03
2334,9.336000000000e-05,-292,-1.782280953398e-01
2335,9.340000000000e-05,-292,-1.782280953398e-01
2336,9.344000000000e-05,-292,-1.782280953398e-01
2337,9.348000000000e-05,-590,-3.601184118168e-01
2338,9.352000000000e-05,-590,-3.601184118168e-01
2339,9.356000000000e-05,-887,-5.413983581042e-01
2340,9.360000000000e-05,-887,-5.413983581042e-01
2341,9.364000000000e-05,-887,-5.413983581042e-01
2342,9.368000000000e-05,-887,-5.413983581042e-01
2343,9.372000000000e-05,-1185,-7.232886745811e-01
2344,9.376000000000e-05,-1483,-9.051789910581e-01
2345,9.380000000000e-05,-1185,-7.232886745811e-01
2346,9.384000000000e-05,-1483,-9.051789910581e-01
2347,9.388000000000e-05,-1185,-7.232886745811e-01
2348,9.392000000000e-05,-1483,-9.051789910581e-01
2349,9.396000000000e-05,-1185,-7.232886745811e-01
2350,9.400000000000e-05,-1483,-9.051789910581e-01
2351,9.404000000000e-05,-1185,-7.232886745811e-01
2352,9.408000000000e-05,-1185,-7.232886745811e-01
2353,9.412000000000e-05,-1185,-7.232886745811e-01
2354,9.416000000000e-05,-1185,-7.232886745811e-01
2355,9.420000000000e-05,-887,-5.413983581042e-01
2356,9.424000000000e-05,-887,-5.413983581042e-01
2357,9.428000000000e-05,-887,-5.413983581042e-01
2358,9.432000000000e-05,-887,-5.413983581042e-01
2359,9.436000000000e-05,-887,-5.413983581042e-01
2360,9.440000000000e-05,-590,-3.601184118168e-01
2361,9.444000000000e-05,-590,-3.601184118168e-01
2362,9.448000000000e-05,-292,-1.782280953398e-01
2363,9.452000000000e-05,-292,-1.782280953398e-01
2364,9.456000000000e-05,6,3.662221137120e-03
2365,9.460000000000e-05,6,3.662221137120e-03
2366,9.464000000000e-05,6,3.662221137120e-03
2367,9.468000000000e-05,304,1.855525376141e-01
2368,9.472000000000e-05,304,1.855525376141e-01
2369,9.476000000000e-05,602,3.674428540910e-01
2370,9.480000000000e-05,602,3.674428540910e-01
2371,9.484000000000e-05,602,3.674428540910e-01
2372,9.488000000000e-05,900,5.493331705679e-01
2373,9.492000000000e-05,900,5.493331705679e-01
2374,9.496000000000e-05,900,5.493331705679e-01
2375,9.500000000000e-05,900,5.493331705679e-01
2376,9.504000000000e-05,1198,7.312234870449e-01
2377,9.508000000000e-05,1198,7.312234870449e-01
2378,9.512000000000e-05,1198,7.312234870449e-01
2379,9.516000000000e-05,1198,7.312234870449e-01
2380,9.520000000000e-05,1198,7.312234870449e-01
2381,9.524000000000e-05,1198,7.312234870449e-01
2382,9.528000000000e-05,1198,7.312234870449e-01
2383,9.532000000000e-05,1198,7.312234870449e-01
2384,9.536000000000e-05,1198,7.312234870449e-01
2385,9.540000000000e-05,1198,7.312234870449e-01
2386,9.544000000000e-05,1198,7.312234870449e-01
2387,9.548000000000e-05,1198,7.312234870449e-01
2388,9.552000000000e-05,900,5.493331705679e-01
2389,9.556000000000e-05,900,5.493331705679e-01
2390,9.560000000000e-05,900,5.493331705679e-01
2391,9.564000000000e-05,900,5.493331705679e-01
2392,9.568000000000e-05,602,3.674428540910e-01
2393,9.572000000000e-05,602,3.674428540910e-01
2394,9.576000000000e-05,602,3.674428540910e-01
2395,9.580000000000e-05,304,1.855525376141e-01
2396,9.584000000000e-05,304,1.855525376141e-01
2397,9.588000000000e-05,304,1.855525376141e-01
2398,9.592000000000e-05,6,3.662221137120e-03
2399,9.596000000000e-05,-292,-1.782280953398e-01
2400,9.600000000000e-05,-292,-1.782280953398e-01
2401,9.604000000000e-05,-292,-1.782280953398e-01
2402,9.608000000000e-05,-292,-1.782280953398e-01
2403,9.612000000000e-05,-590,-3.601184118168e-01
2404,9.616000000000e-05,-590,-3.601184118168e-01
2405,9.620000000000e-05,-590,-3.601184118168e-01
2406,9.624000000000e-05,-887,-5.413983581042e-01
2407,9.628000000000e-05,-887,-5.413983581042e-01
2408,9.632000000000e-05,-887,-5.413983581042e-01
2409,9.636000000000e-05,-887,-5.413983581042e-01
2410,9.640000000000e-05,-1185,-7.232886745811e-01
2411,9.644000000000e-05,-1185,-7.232886745811e-01
2412,9.648000000000e-05,-1185,-7.232886745811e-01
2413,9.652000000000e-05,-1185,-7.232886745811e-01
2414,9.656000000000e-05,-1185,-7.232886745811e-01
2415,9.660000000000e-05,-1185,-7.232886745811e-01
2416,9.664000000000e-05,-1185,-7.232886745811e-01
2417,9.668000000000e-05,-887,-5.413983581042e-01
2418,9.672000000000e-05,-1185,-7.232886745811e-01
2419,9.676000000000e-05,-1185,-7.232886745811e-01
2420,9.680000000000e-05,-887,-5.413983581042e-01
2421,9.684000000000e-05,-887,-5.413983581042e-01
2422,9.688000000000e-05,-887,-5.413983581042e-01
2423,9.692000000000e-05,-887,-5.413983581042e-01
2424,9.696000000000e-05,-590,-3.601184118168e-01
2425,9.700000000000e-05,-590,-3.601184118168e-01
2426,9.704000000000e-05,-590,-3.601184118168e-01
2427,9.708000000000e-05,-590,-3.601184118168e-01
2428,9.712000000000e-05,-292,-1.782280953398e-01
2429,9.716000000000e-05,-292,-1.782280953398e-01
2430,9.720000000000e-05,-292,-1.782280953398e-01
2431,9.724000000000e-05,6,3.662221137120e-03
2432,9.728000000000e-05,6,3.662221137120e-03
2433,9.732000000000e-05,304,1.855525376141e-01
2434,9.736000000000e-05,304,1.855525376141e-01
2435,9.740000000000e-05,602,3.674428540910e-01
2436,9.744000000000e-05,602,3.674428540910e-01
2437,9.748000000000e-05,602,3.674428540910e-01
2438,9.752000000000e-05,900,5.493331705679e-01
2439,9.756000000000e-05,900,5.493331705679e-01
2440,9.760000000000e-05,900,5.493331705679e-01
2441,9.764000000000e-05,900,5.493331705679e-01
2442,9.768000000000e-05,900,5.493331705679e-01
2443,9.772000000000e-05,1198,7.312234870449e-01
2444,9.776000000000e-05,1198,7.312234870449e-01
2445,9.780000000000e-05,1198,7.312234870449e-01
2446,9.784000000000e-05,1198,7.312234870449e-01
2447,9.788000000000e-05,1198,7.312234870449e-01
2448,9.792000000000e-05,1198,7.312234870449e-01
2449,9.796000000000e-05,1198,7.312234870449e-01
2450,9.800000000000e-05,1198,7.312234870449e-01
2451,9.804000000000e-05,900,5.493331705679e-01
2452,9.808000000000e-05,900,5.493331705679e-01
2453,9.812000000000e-05,900,5.493331705679e-01
2454,9.816000000000e-05,900,5.493331705679e-01
2455,9.820000000000e-05,900,5.493331705679e-01
2456,9.824000000000e-05,900,5.493331705679e-01
2457,9.828000000000e-05,900,5.493331705679e-01
2458,9.832000000000e-05,602,3.674428540910e-01
2459,9.836000000000e-05,602,3.674428540910e-01
2460,9.840000000000e-05,304,1.855525376141e-01
2461,9.844000000000e-05,304,1.855525376141e-01
2462,9.848000000000e-05,304,1.855525376141e-01
2463,9.852000000000e-05,304,1.855525376141e-01
2464,9.856000000000e-05,304,1.855525376141e-01
2465,9.860000000000e-05,6,3.662221137120e-03
2466,9.864000000000e-05,-292,-1.782280953398e-01
2467,9.868000000000e-05,-292,-1.782280953398e-01
2468,9.872000000000e-05,-292,-1.782280953398e-01
2469,9.876000000000e-05,-292,-1.782280953398e-01
2470,9.880000000000e-05,-590,-3.601184118168e-01
2471,9.884000000000e-05,-590,-3.601184118168e-01
2472,9.888000000000e-05,-887,-5.413983581042e-01
2473,9.892000000000e-05,-887,-5.413983581042e-01
2474,9.896000000000e-05,-887,-5.413983581042e-01
2475,9.900000000000e-05,-887,-5.413983581042e-01
2476,9.904000000000e-05,-887,-5.413983581042e-01
2477,9.908000000000e-05,-1185,-7.232886745811e-01
2478,9.912000000000e-05,-887,-5.413983581042e-01
2479,9.916000000000e-05,-1185,-7.232886745811e-01
2480,9.920000000000e-05,-887,-5.413983581042e-01
2481,9.924000000000e-05,-887,-5.413983581042e-01
2482,9.928000000000e-05,-887,-5.413983581042e-01
2483,9.932000000000e-05,-887,-5.413983581042e-01
2484,9.936000000000e-05,-887,-5.413983581042e-01
2485,9.940000000000e-05,-887,-5.413983581042e-01
2486,9.944000000000e-05,-887,-5.413983581042e-01
2487,9.948000000000e-05,-887,-5.413983581042e-01
2488,9.952000000000e-05,-887,-5.413983581042e-01
2489,9.956000000000e-05,-590,-3.601184118168e-01
2490,9.960000000000e-05,-590,-3.601184118168e-01
2491,9.964000000000e-05,-292,-1.782280953398e-01
2492,9.968000000000e-05,-590,-3.601184118168e-01
2493,9.972000000000e-05,-292,-1.782280953398e-01
2494,9.976000000000e-05,-292,-1.782280953398e-01
2495,9.980000000000e-05,-292,-1.782280953398e-01
2496,9.984000000000e-05,6,3.662221137120e-03
2497,9.988000000000e-05,6,3.662221137120e-03
2498,9.992000000000e-05,304,1.855525376141e-01
2499,9.996000000000e-05,304,1.855525376141e-01
2500,1.000000000000e-04,304,1.855525376141e-01
2501,1.000400000000e-04,602,3.674428540910e-01
2502,1.000800000000e-04,602,3.674428540910e-01
2503,1.001200000000e-04,602,3.674428540910e-01
2504,1.001600000000e-04,602,3.674428540910e-01
2505,1.002000000000e-04,900,5.493331705679e-01
2506,1.002400000000e-04,900,5.493331705679e-01
2507,1.002800000000e-04,900,5.493331705679e-01
2508,1.003200000000e-04,900,5.493331705679e-01
2509,1.003600000000e-04,900,5.493331705679e-01
2510,1.004000000000e-04,900,5.493331705679e-01
2511,1.004400000000e-04,1198,7.312234870449e-01
2512,1.004800000000e-04,900,5.493331705679e-01
2513,1.005200000000e-04,900,5.493331705679e-01
2514,1.005600000000e-04,900,5.493331705679e-01
2515,1.006000000000e-04,1198,7.312234870449e-01
2516,1.006400000000e-04,900,5.493331705679e-01
2517,1.006800000000e-04,900,5.493331705679e-01
2518,1.007200000000e-04,900,5.493331705679e-01
2519,1.007600000000e-04,900,5.493331705679e-01
2520,1.008000000000e-04,900,5.493331705679e-01
2521,1.008400000000e-04,900,5.493331705679e-01
2522,1.008800000000e-04,602,3.674428540910e-01
2523,1.009200000000e-04,602,3.674428540910e-01
2524,1.009600000000e-04,602,3.674428540910e-01
2525,1.010000000000e-04,304,1.855525376141e-01
2526,1.010400000000e-04,304,1.855525376141e-01
2527,1.010800000000e-04,304,1.855525376141e-01
2528,1.011200000000e-04,304,1.855525376141e-01
2529,1.011600000000e-04,304,1.855525376141e-01
2530,1.012000000000e-04,6,3.662221137120e-03
2531,1.012400000000e-04,-292,-1.782280953398e-01
2532,1.012800000000e-04,-292,-1.782280953398e-01
2533,1.013200000000e-04,-292,-1.782280953398e-01
2534,1.013600000000e-04,-292,-1.782280953398e-01
2535,1.014000000000e-04,-590,-3.601184118168e-01
2536,1.014400000000e-04,-590,-3.601184118168e-01
2537,1.014800000000e-04,-292,-1.782280953398e-01
2538,1.015200000000e-04,-590,-3.601184118168e-01
2539,1.015600000000e-04,-590,-3.601184118168e-01
2540,1.016000000000e-04,-590,-3.601184118168e-01
2541,1.016400000000e-04,-887,-5.413983581042e-01
2542,1.016800000000e-04,-887,-5.413983581042e-01
2543,1.017200000000e-04,-887,-5.413983581042e-01
2544,1.017600000000e-04,-887,-5.413983581042e-01
2545,1.018000000000e-04,-887,-5.413983581042e-01
2546,1.018400000000e-04,-887,-5.413983581042e-01
2547,1.018800000000e-04,-887,-5.413983581042e-01
2548,1.019200000000e-04,-887,-5.413983581042e-01
2549,1.019600000000e-04,-887,-5.413983581042e-01
2550,1.020000000000e-04,-887,-5.413983581042e-01
2551,1.020400000000e-04,-590,-3.601184118168e-01
2552,1.020800000000e-04,-887,-5.413983581042e-01
2553,1.021200000000e-04,-590,-3.601184118168e-01
2554,1.021600000000e-04,-590,-3.601184118168e-01
2555,1.022000000000e-04,-590,-3.601184118168e-01
2556,1.022400000000e-04,-590,-3.601184118168e-01
2557,1.022800000000e-04,-292,-1.782280953398e-01
2558,1.023200000000e-04,-292,-1.782280953398e-01
2559,1.023600000000e-04,-292,-1.782280953398e-01
2560,1.024000000000e-04,6,3.662221137120e-03
2561,1.024400000000e-04,6,3.662221137120e-03
2562,1.024800000000e-04,6,3.662221137120e-03
2563,1.025200000000e-04,304,1.855525376141e-01
2564,1.025600000000e-04,304,1.855525376141e-01
2565,1.026000000000e-04,304,1.855525376141e-01
2566,1.026400000000e-04,304,1.855525376141e-01
2567,1.026800000000e-04,602,3.674428540910e-01
2568,1.027200000000e-04,602,3.674428540910e-01
2569,1.027600000000e-04,602,3.674428540910e-01
2570,1.028000000000e-04,900,5.493331705679e-01
2571,1.028400000000e-04,602,3.674428540910e-01
2572,1.028800000000e-04,900,5.493331705679e-01
2573,1.029200000000e-04,900,5.493331705679e-01
2574,1.029600000000e-04,900,5.493331705679e-01
2575,1.030000000000e-04,900,5.493331705679e-01
2576,1.030400000000e-04,900,5.493331705679e-01
2577,1.030800000000e-04,900,5.493331705679e-01
2578,1.031200000000e-04,900,5.493331705679e-01
2579,1.031600000000e-04,900,5.493331705679e-01
2580,1.032000000000e-04,900,5.493331705679e-01
2581,1.032400000000e-04,900,5.493331705679e-01
2582,1.032800000000e-04,900,5.493331705679e-01
2583,1.033200000000e-04,900,5.493331705679e-01
2584,1.033600000000e-04,900,5.493331705679e-01
2585,1.034000000000e-04,900,5.493331705679e-01
2586,1.034400000000e-04,900,5.493331705679e-01
2587,1.034800000000e-04,602,3.674428540910e-01
2588,1.035200000000e-04,602,3.674428540910e-01
2589,1.035600000000e-04,602,3.674428540910e-01
2590,1.036000000000e-04,602,3.674428540910e-01
2591,1.036400000000e-04,304,1.855525376141e-01
2592,1.036800000000e-04,304,1.855525376141e-01
2593,1.037200000000e-04,304,1.855525376141e-01
2594,1.037600000000e-04,304,1.855525376141e-01
2595,1.038000000000e-04,304,1.855525376141e-01
2596,1.038400000000e-04,6,3.662221137120e-03
2597,1.038800000000e-04,-292,-1.782280953398e-01
2598,1.039200000000e-04,-292,-1.782280953398e-01
2599,1.039600000000e-04,-292,-1.782280953398e-01
2600,1.040000000000e-04,-292,-1.782280953398e-01
2601,1.040400000000e-04,-292,-1.782280953398e-01
2602,1.040800000000e-04,-590,-3.601184118168e-01
2603,1.041200000000e-04,-590,-3.601184118168e-01
2604,1.041600000000e-04,-590,-3.601184118168e-01
2605,1.042000000000e-04,-590,-3.601184118168e-01
2606,1.042400000000e-04,-590,-3.601184118168e-01
2607,1.042800000000e-04,-590,-3.601184118168e-01
2608,1.043200000000e-04,-887,-5.413983581042e-01
2609,1.043600000000e-04,-887,-5.413983581042e-01
2610,1.044000000000e-04,-887,-5.413983581042e-01
2611,1.044400000000e-04,-887,-5.413983581042e-01
2612,1.044800000000e-04,-887,-5.413983581042e-01
2613,1.045200000000e-04,-887,-5.413983581042e-01
2614,1.045600000000e-04,-887,-5.413983581042e-01
2615,1.046000000000e-04,-887,-5.413983581042e-01
2616,1.046400000000e-04,-887,-5.413983581042e-01
2617,1.046800000000e-04,-887,-5.413983581042e-01
2618,1.047200000000e-04,-590,-3.601184118168e-01
2619,1.047600000000e-04,-590,-3.601184118168e-01
2620,1.048000000000e-04,-292,-1.782280953398e-01
2621,1.048400000000e-04,-590,-3.601184118168e-01
2622,1.048800000000e-04,-292,-1.782280953398e-01
2623,1.049200000000e-04,-292,-1.782280953398e-01
2624,1.049600000000e-04,-292,-1.782280953398e-01
2625,1.050000000000e-04,-292,-1.782280953398e-01
2626,1.050400000000e-04,6,3.662221137120e-03
2627,1.050800000000e-04,6,3.662221137120e-03
2628,1.051200000000e-04,-292,-1.782280953398e-01
2629,1.051600000000e-04,304,1.855525376141e-01
2630,1.052000000000e-04,304,1.855525376141e-01
2631,1.052400000000e-04,304,1.855525376141e-01
2632,1.052800000000e-04,304,1.855525376141e-01
2633,1.053200000000e-04,304,1.855525376141e-01
2634,1.053600000000e-04,602,3.674428540910e-01
2635,1.054000000000e-04,602,3.674428540910e-01
2636,1.054400000000e-04,602,3.674428540910e-01
2637,1.054800000000e-04,602,3.674428540910e-01
2638,1.055200000000e-04,900,5.493331705679e-01
2639,1.055600000000e-04,900,5.493331705679e-01
2640,1.056000000000e-04,900,5.493331705679e-01
2641,1.056400000000e-04,900,5.493331705679e-01
2642,1.056800000000e-04,900,5.493331705679e-01
2643,1.057200000000e-04,900,5.493331705679e-01
2644,1.057600000000e-04,900,5.493331705679e-01
2645,1.058000000000e-04,900,5.493331705679e-01
2646,1.058400000000e-04,900,5.493331705679e-01
2647,1.058800000000e-04,900,5.493331705679e-01
2648,1.059200000000e-04,900,5.493331705679e-01
2649,1.059600000000e-04,900,5.493331705679e-01
2650,1.060000000000e-04,602,3.674428540910e-01
2651,1.060400000000e-04,602,3.674428540910e-01
2652,1.060800000000e-04,602,3.674428540910e-01
2653,1.061200000000e-04,602,3.674428540910e-01
2654,1.061600000000e-04,602,3.674428540910e-01
2655,1.062000000000e-04,602,3.674428540910e-01
2656,1.062400000000e-04,602,3.674428540910e-01
2657,1.062800000000e-04,304,1.855525376141e-01
2658,1.063200000000e-04,304,1.855525376141e-01
2659,1.063600000000e-04,304,1.855525376141e-01
2660,1.064000000000e-04,304,1.855525376141e-01
2661,1.064400000000e-04,6,3.662221137120e-03
2662,1.064800000000e-04,6,3.662221137120e-03
2663,1.065200000000e-04,-292,-1.782280953398e-01
2664,1.065600000000e-04,-292,-1.782280953398e-01
2665,1.066000000000e-04,-292,-1.782280953398e-01
2666,1.066400000000e-04,-292,-1.782280953398e-01
2667,1.066800000000e-04,-292,-1.782280953398e-01
2668,1.067200000000e-04,-292,-1.782280953398e-01
2669,1.067600000000e-04,-590,-3.601184118168e-01
2670,1.068000000000e-04,-590,-3.601184118168e-01
2671,1.068400000000e-04,-590,-3.601184118168e-01
2672,1.068800000000e-04,-590,-3.601184118168e-01
2673,1.069200000000e-04,-887,-5.413983581042e-01
2674,1.069600000000e-04,-590,-3.601184118168e-01
2675,1.070000000000e-04,-887,-5.413983581042e-01
2676,1.070400000000e-04,-590,-3.601184118168e-01
2677,1.070800000000e-04,-887,-5.413983581042e-01
2678,1.071200000000e-04,-887,-5.413983581042e-01
2679,1.071600000000e-04,-590,-3.601184118168e-01
2680,1.072000000000e-04,-887,-5.413983581042e-01
2681,1.072400000000e-04,-590,-3.601184118168e-01
2682,1.072800000000e-04,-590,-3.601184118168e-01
2683,1.073200000000e-04,-590,-3.601184118168e-01
2684,1.073600000000e-04,-590,-3.601184118168e-01
2685,1.074000000000e-04,-590,-3.601184118168e-01
2686,1.074400000000e-04,-590,-3.601184118168e-01
2687,1.074800000000e-04,-590,-3.601184118168e-01
2688,1.075200000000e-04,-590,-3.601184118168e-01
2689,1.075600000000e-04,-292,-1.782280953398e-01
2690,1.076000000000e-04,-292,-1.782280953398e-01
2691,1.076400000000e-04,-292,-1.782280953398e-01
2692,1.076800000000e-04,-292,-1.782280953398e-01
2693,1.077200000000e-04,6,3.662221137120e-03
2694,1.077600000000e-04,6,3.662221137120e-03
2695,1.078000000000e-04,6,3.662221137120e-03
2696,1.078400000000e-04,304,1.855525376141e-01
2697,1.078800000000e-04,304,1.855525376141e-01
2698,1.079200000000e-04,304,1.855525376141e-01
2699,1.079600000000e-04,304,1.855525376141e-01
2700,1.080000000000e-04,602,3.674428540910e-01
2701,1.080400000000e-04,304,1.855525376141e-01
2702,1.080800000000e-04,602,3.674428540910e-01
2703,1.081200000000e-04,602,3.674428540910e-01
2704,1.081600000000e-04,602,3.674428540910e-01
2705,1.082000000000e-04,900,5.493331705679e-01
2706,1.082400000000e-04,900,5.493331705679e-01
2707,1.082800000000e-04,900,5.493331705679e-01
2708,1.083200000000e-04,602,3.674428540910e-01
2709,1.083600000000e-04,602,3.674428540910e-01
2710,1.084000000000e-04,900,5.493331705679e-01
2711,1.084400000000e-04,602,3.674428540910e-01
2712,1.084800000000e-04,900,5.493331705679e-01
2713,1.085200000000e-04,900,5.493331705679e-01
2714,1.085600000000e-04,602,3.674428540910e-01
2715,1.086000000000e-04,602,3.674428540910e-01
2716,1.086400000000e-04,602,3.674428540910e-01
2717,1.086800000000e-04,602,3.674428540910e-01
2718,1.087200000000e-04,602,3.674428540910e-01
2719,1.087600000000e-04,602,3.674428540910e-01
2720,1.088000000000e-04,602,3.674428540910e-01
2721,1.088400000000e-04,304,1.855525376141e-01
2722,1.088800000000e-04,304,1.855525376141e-01
2723,1.089200000000e-04,304,1.855525376141e-01
2724,1.089600000000e-04,304,1.855525376141e-01
2725,1.090000000000e-04,6,3.662221137120e-03
2726,1.090400000000e-04,6,3.662221137120e-03
2727,1.090800000000e-04,6,3.662221137120e-03
2728,1.091200000000e-04,6,3.662221137120e-03
2729,1.091600000000e-04,-292,-1.782280953398e-01
2730,1.092000000000e-04,-292,-1.782280953398e-01
2731,1.092400000000e-04,-292,-1.782280953398e-01
